donor,passage,diameterMicrons,radiusMicrons
1,3,16.9,8.45
1,3,16.9,8.45
1,3,15.97,7.985
1,3,14.15,7.075
1,3,13.72,6.86
1,3,16.09,8.045
1,3,14.98,7.49
1,3,14.98,7.49
1,3,17.6,8.8
1,3,17.83,8.915
1,3,15.5,7.75
1,3,14.66,7.33
1,3,16.9,8.45
1,3,14.66,7.33
1,3,16.14,8.07
1,3,18.67,9.335
1,3,13.33,6.665
1,3,16.7,8.35
1,3,16.34,8.17
1,3,14.93,7.465
1,3,15.5,7.75
1,3,20.83,10.415
1,3,15.07,7.535
1,3,13.62,6.81
1,3,14.98,7.49
1,3,13.52,6.76
1,3,17.06,8.53
1,3,16.62,8.31
1,3,14.66,7.33
1,3,13.38,6.69
1,3,13.57,6.785
1,3,12.92,6.46
1,3,15.07,7.535
1,3,13.47,6.735
1,3,15.24,7.62
1,3,16.26,8.13
1,3,14.71,7.355
1,3,16.62,8.31
1,3,16.9,8.45
1,3,16.98,8.49
1,3,13.67,6.835
1,3,13.02,6.51
1,3,13.72,6.86
1,3,13.07,6.535
1,3,13.57,6.785
1,3,14.84,7.42
1,3,17.94,8.97
1,3,14.93,7.465
1,3,16.66,8.33
1,3,14.57,7.285
1,3,15.15,7.575
1,3,15.8,7.9
1,3,14.01,7.005
1,3,15.8,7.9
1,3,15.8,7.9
1,3,14.25,7.125
1,3,14.66,7.33
1,3,13.12,6.56
1,3,11.95,5.975
1,3,13.33,6.665
1,3,14.66,7.33
1,3,15.11,7.555
1,3,18.01,9.005
1,3,16.78,8.39
1,3,18.12,9.06
1,3,15.5,7.75
1,3,16.38,8.19
1,3,16.3,8.15
1,3,14.62,7.31
1,3,16.14,8.07
1,3,14.25,7.125
1,3,16.42,8.21
1,3,15.33,7.665
1,3,13.28,6.64
1,3,16.82,8.41
1,3,12.28,6.14
1,3,14.34,7.17
1,3,15.55,7.775
1,3,12.23,6.115
1,3,14.89,7.445
1,3,15.55,7.775
1,3,14.8,7.4
1,3,14.06,7.03
1,3,14.57,7.285
1,3,17.49,8.745
1,3,14.39,7.195
1,3,14.15,7.075
1,3,15.59,7.795
1,3,13.77,6.885
1,3,15.5,7.75
1,3,15.15,7.575
1,3,15.93,7.965
1,3,15.37,7.685
1,3,11.32,5.66
1,3,16.3,8.15
1,3,16.01,8.005
1,3,15.67,7.835
1,3,17.02,8.51
1,3,16.74,8.37
1,3,15.29,7.645
1,3,12.23,6.115
1,3,12.34,6.17
1,3,17.75,8.875
1,3,14.29,7.145
1,3,15.33,7.665
1,3,11.2,5.6
1,3,13.43,6.715
1,3,13.47,6.735
1,3,15.88,7.94
1,3,13.52,6.76
1,3,13.87,6.935
1,3,10.2,5.1
1,3,13.02,6.51
1,3,13.72,6.86
1,3,14.1,7.05
1,3,18.92,9.46
1,3,15.59,7.795
1,3,13.91,6.955
1,3,14.71,7.355
1,3,12.71,6.355
1,3,13.67,6.835
1,3,13.62,6.81
1,3,15.55,7.775
1,3,14.2,7.1
1,3,14.62,7.31
1,3,13.07,6.535
1,3,18.92,9.46
1,3,15.15,7.575
1,3,13.07,6.535
1,3,12.87,6.435
1,3,16.38,8.19
1,3,16.34,8.17
1,3,15.33,7.665
1,3,16.05,8.025
1,3,12.34,6.17
1,3,16.78,8.39
1,3,15.33,7.665
1,3,14.2,7.1
1,3,14.75,7.375
1,3,13.28,6.64
1,3,14.89,7.445
1,3,17.33,8.665
1,3,16.46,8.23
1,3,12.34,6.17
1,3,14.62,7.31
1,3,11.5,5.75
1,3,12.66,6.33
1,3,11.73,5.865
1,3,12.28,6.14
1,3,12.55,6.275
1,3,13.52,6.76
1,3,13.72,6.86
1,3,17.6,8.8
1,3,18.12,9.06
1,3,13.62,6.81
1,3,12.12,6.06
1,3,14.39,7.195
1,3,15.37,7.685
1,3,13.67,6.835
1,3,15.59,7.795
1,3,15.5,7.75
1,3,14.66,7.33
1,3,14.2,7.1
1,3,17.1,8.55
1,3,14.52,7.26
1,3,15.8,7.9
1,3,13.62,6.81
1,3,14.52,7.26
1,3,15.33,7.665
1,3,14.39,7.195
1,3,18.12,9.06
1,3,17.29,8.645
1,3,12.39,6.195
1,3,14.62,7.31
1,3,13.52,6.76
1,3,14.89,7.445
1,3,13.87,6.935
1,3,16.38,8.19
1,3,15.97,7.985
1,3,15.11,7.555
1,3,12.23,6.115
1,3,16.09,8.045
1,3,13.52,6.76
1,3,16.7,8.35
1,3,10.78,5.39
1,3,17.14,8.57
1,3,14.89,7.445
1,3,17.68,8.84
1,3,15.2,7.6
1,3,16.98,8.49
1,3,16.3,8.15
1,3,15.5,7.75
1,3,16.09,8.045
1,3,12.97,6.485
1,3,13.17,6.585
1,3,13.57,6.785
1,3,15.33,7.665
1,3,11.67,5.835
1,3,15.8,7.9
1,3,14.34,7.17
1,3,15.59,7.795
3,3,14.84,7.42
3,3,15.63,7.815
3,3,13.87,6.935
3,3,13.12,6.56
3,3,13.72,6.86
3,3,14.66,7.33
3,3,14.29,7.145
3,3,15.37,7.685
3,3,17.86,8.93
3,3,16.14,8.07
3,3,14.52,7.26
3,3,13.87,6.935
3,3,15.29,7.645
3,3,16.9,8.45
3,3,13.87,6.935
3,3,17.25,8.625
3,3,12.66,6.33
3,3,14.66,7.33
3,3,16.9,8.45
3,3,16.74,8.37
3,3,15.42,7.71
3,3,14.57,7.285
3,3,12.06,6.03
3,3,15.37,7.685
3,3,12.76,6.38
3,3,16.42,8.21
3,3,14.66,7.33
3,3,15.11,7.555
3,3,15.37,7.685
3,3,15.88,7.94
3,3,14.48,7.24
3,3,13.77,6.885
3,3,16.01,8.005
3,3,15.02,7.51
3,3,14.1,7.05
3,3,14.34,7.17
3,3,13.38,6.69
3,3,18.7,9.35
3,3,16.01,8.005
3,3,16.18,8.09
3,3,14.39,7.195
3,3,14.15,7.075
3,3,11.95,5.975
3,3,16.62,8.31
3,3,12.23,6.115
3,3,13.62,6.81
3,3,15.88,7.94
3,3,14.06,7.03
3,3,16.62,8.31
3,3,13.43,6.715
3,3,14.93,7.465
3,3,12.01,6.005
3,3,12.6,6.3
3,3,15.42,7.71
3,3,15.5,7.75
3,3,13.96,6.98
3,3,13.17,6.585
3,3,15.24,7.62
3,3,15.07,7.535
3,3,15.11,7.555
3,3,13.28,6.64
3,3,18.7,9.35
3,3,14.84,7.42
3,3,13.72,6.86
3,3,15.88,7.94
3,3,15.84,7.92
3,3,12.44,6.22
3,3,12.81,6.405
3,3,16.98,8.49
3,3,13.43,6.715
3,3,13.52,6.76
3,3,13.43,6.715
3,3,14.89,7.445
3,3,14.66,7.33
3,3,17.45,8.725
3,3,14.06,7.03
3,3,13.28,6.64
3,3,14.06,7.03
3,3,13.43,6.715
3,3,16.58,8.29
3,3,12.44,6.22
3,3,11.02,5.51
3,3,13.28,6.64
3,3,14.39,7.195
3,3,15.15,7.575
3,3,13.43,6.715
3,3,16.42,8.21
3,3,17.37,8.685
3,3,15.72,7.86
3,3,14.39,7.195
3,3,14.62,7.31
3,3,15.59,7.795
3,3,13.96,6.98
3,3,15.15,7.575
3,3,15.42,7.71
3,3,15.8,7.9
3,3,15.24,7.62
3,3,15.42,7.71
3,3,14.71,7.355
3,3,13.82,6.91
3,3,14.15,7.075
3,3,16.94,8.47
3,3,15.46,7.73
3,3,14.98,7.49
3,3,13.72,6.86
3,3,20.93,10.465
3,3,14.75,7.375
3,3,15.76,7.88
3,3,16.26,8.13
3,3,14.75,7.375
3,3,14.98,7.49
3,3,17.64,8.82
3,3,17.94,8.97
3,3,15.15,7.575
3,3,16.58,8.29
3,3,15.15,7.575
3,3,18.38,9.19
3,3,17.97,8.985
3,3,15.59,7.795
3,3,15.5,7.75
3,3,13.87,6.935
3,3,15.88,7.94
3,3,16.01,8.005
3,3,15.15,7.575
3,3,15.42,7.71
3,3,15.07,7.535
3,3,15.07,7.535
3,3,14.8,7.4
3,3,12.34,6.17
3,3,13.47,6.735
3,3,13.17,6.585
3,3,16.05,8.025
3,3,16.38,8.19
3,3,17.33,8.665
3,3,17.52,8.76
3,3,13.57,6.785
3,3,13.47,6.735
3,3,14.66,7.33
3,3,13.38,6.69
3,3,15.11,7.555
3,3,14.29,7.145
3,3,14.39,7.195
3,3,15.11,7.555
3,3,16.3,8.15
3,3,15.2,7.6
3,3,15.15,7.575
3,3,13.82,6.91
3,3,16.09,8.045
3,3,13.43,6.715
3,3,13.82,6.91
3,3,19.61,9.805
3,3,17.1,8.55
3,3,15.55,7.775
3,3,15.15,7.575
3,3,15.2,7.6
3,3,15.46,7.73
3,3,15.93,7.965
3,3,14.66,7.33
3,3,15.97,7.985
3,3,16.74,8.37
3,3,15.72,7.86
3,3,14.93,7.465
3,3,16.22,8.11
3,3,14.8,7.4
3,3,14.8,7.4
3,3,15.11,7.555
3,3,15.84,7.92
3,3,14.71,7.355
3,3,14.2,7.1
3,3,15.63,7.815
3,3,16.09,8.045
3,3,16.58,8.29
3,3,14.43,7.215
3,3,15.88,7.94
3,3,17.49,8.745
3,3,15.42,7.71
3,3,14.06,7.03
3,3,15.72,7.86
3,3,15.67,7.835
3,3,18.27,9.135
3,3,15.37,7.685
3,3,14.66,7.33
3,3,15.42,7.71
3,3,16.05,8.025
3,3,14.62,7.31
3,3,13.47,6.735
3,3,16.94,8.47
3,3,16.54,8.27
3,3,16.09,8.045
3,3,17.29,8.645
3,3,16.14,8.07
3,3,16.26,8.13
3,3,15.8,7.9
3,3,14.75,7.375
3,3,14.84,7.42
3,3,17.64,8.82
3,3,16.74,8.37
3,3,14.01,7.005
3,3,15.11,7.555
3,3,14.98,7.49
3,3,13.62,6.81
3,3,13.17,6.585
3,3,16.01,8.005
3,3,17.49,8.745
3,3,15.33,7.665
3,3,18.34,9.17
3,3,17.75,8.875
3,3,15.37,7.685
3,3,14.39,7.195
3,3,17.49,8.745
3,3,15.15,7.575
3,3,15.24,7.62
3,3,15.55,7.775
3,3,15.84,7.92
3,3,13.67,6.835
3,3,17.86,8.93
3,3,14.1,7.05
3,3,14.75,7.375
3,3,15.24,7.62
3,3,17.75,8.875
3,3,17.25,8.625
1,5,16.46,8.23
1,5,13.47,6.735
1,5,17.14,8.57
1,5,11.55,5.775
1,5,19.09,9.545
1,5,15.46,7.73
1,5,20.7,10.35
1,5,16.18,8.09
1,5,21.18,10.59
1,5,16.42,8.21
1,5,19.02,9.51
1,5,18.42,9.21
1,5,20.7,10.35
1,5,18.05,9.025
1,5,17.45,8.725
1,5,12.92,6.46
1,5,16.54,8.27
1,5,19.47,9.735
1,5,21.02,10.51
1,5,18.09,9.045
1,5,17.52,8.76
1,5,19.2,9.6
1,5,15.42,7.71
1,5,17.68,8.84
1,5,13.96,6.98
1,5,18.23,9.115
1,5,19.68,9.84
1,5,18.77,9.385
1,5,20.93,10.465
1,5,16.78,8.39
1,5,16.82,8.41
1,5,21.27,10.635
1,5,17.6,8.8
1,5,13.47,6.735
1,5,14.62,7.31
1,5,18.38,9.19
1,5,17.33,8.665
1,5,16.86,8.43
1,5,11.9,5.95
1,5,21.95,10.975
1,5,17.64,8.82
1,5,14.43,7.215
1,5,15.15,7.575
1,5,16.82,8.41
1,5,13.43,6.715
1,5,12.06,6.03
1,5,22.17,11.085
1,5,15.93,7.965
1,5,11.32,5.66
1,5,15.67,7.835
1,5,14.62,7.31
1,5,15.84,7.92
1,5,14.89,7.445
1,5,10.2,5.1
1,5,17.49,8.745
1,5,13.62,6.81
1,5,18.99,9.495
1,5,15.59,7.795
1,5,13.87,6.935
1,5,14.2,7.1
1,5,15.15,7.575
1,5,15.55,7.775
1,5,17.94,8.97
1,5,15.93,7.965
1,5,13.43,6.715
1,5,18.88,9.44
1,5,21.86,10.93
1,5,13.82,6.91
1,5,18.81,9.405
1,5,14.15,7.075
1,5,14.48,7.24
1,5,20.08,10.04
1,5,13.43,6.715
1,5,14.15,7.075
1,5,10.53,5.265
1,5,16.38,8.19
1,5,15.8,7.9
1,5,21.49,10.745
1,5,17.18,8.59
1,5,18.88,9.44
1,5,17.97,8.985
1,5,14.71,7.355
1,5,18.49,9.245
1,5,18.7,9.35
1,5,12.17,6.085
1,5,10.27,5.135
1,5,21.98,10.99
1,5,14.43,7.215
1,5,15.24,7.62
1,5,19.74,9.87
1,5,16.18,8.09
1,5,17.97,8.985
1,5,13.82,6.91
1,5,15.24,7.62
1,5,18.56,9.28
1,5,17.25,8.625
1,5,18.2,9.1
1,5,17.79,8.895
1,5,18.34,9.17
1,5,16.3,8.15
1,5,20.67,10.335
1,5,13.57,6.785
1,5,19.3,9.65
1,5,19.51,9.755
1,5,13.52,6.76
1,5,17.37,8.685
1,5,14.34,7.17
1,5,17.9,8.95
1,5,18.52,9.26
1,5,18.2,9.1
1,5,14.57,7.285
1,5,16.78,8.39
1,5,15.8,7.9
1,5,16.38,8.19
1,5,14.34,7.17
1,5,16.82,8.41
1,5,10.4,5.2
1,5,14.01,7.005
1,5,17.45,8.725
1,5,10.14,5.07
1,5,10.59,5.295
1,5,18.77,9.385
1,5,15.46,7.73
1,5,17.22,8.61
1,5,12.28,6.14
1,5,12.34,6.17
1,5,18.74,9.37
1,5,16.82,8.41
1,5,14.39,7.195
1,5,19.02,9.51
1,5,15.11,7.555
1,5,14.98,7.49
1,5,20.8,10.4
1,5,14.29,7.145
1,5,15.55,7.775
1,5,15.15,7.575
1,5,16.22,8.11
1,5,13.62,6.81
1,5,15.93,7.965
1,5,15.84,7.92
1,5,17.06,8.53
1,5,15.24,7.62
1,5,17.14,8.57
1,5,17.86,8.93
1,5,18.2,9.1
1,5,14.52,7.26
1,5,15.8,7.9
1,5,16.18,8.09
1,5,17.22,8.61
1,5,17.45,8.725
1,5,17.33,8.665
1,5,17.9,8.95
1,5,15.24,7.62
1,5,15.8,7.9
1,5,10.9,5.45
1,5,15.8,7.9
1,5,19.09,9.545
1,5,15.76,7.88
1,5,15.37,7.685
1,5,17.14,8.57
1,5,17.9,8.95
1,5,15.63,7.815
1,5,18.77,9.385
1,5,18.38,9.19
1,5,11.61,5.805
1,5,12.55,6.275
1,5,12.34,6.17
1,5,14.34,7.17
1,5,15.29,7.645
1,5,17.97,8.985
1,5,15.29,7.645
1,5,13.72,6.86
1,5,17.18,8.59
1,5,18.31,9.155
1,5,14.06,7.03
1,5,18.7,9.35
1,5,15.07,7.535
1,5,15.63,7.815
1,5,13.17,6.585
1,5,12.44,6.22
1,5,13.17,6.585
1,5,14.98,7.49
1,5,16.54,8.27
1,5,21.77,10.885
1,5,18.01,9.005
1,5,12.17,6.085
1,5,15.07,7.535
1,5,16.18,8.09
1,5,16.54,8.27
1,5,14.34,7.17
1,5,14.25,7.125
1,5,15.11,7.555
1,5,14.89,7.445
1,5,14.06,7.03
1,5,18.27,9.135
1,5,16.7,8.35
1,5,14.43,7.215
1,5,15.88,7.94
1,5,17.64,8.82
1,5,14.62,7.31
1,5,11.2,5.6
1,5,13.96,6.98
1,5,18.67,9.335
1,5,15.07,7.535
1,5,16.22,8.11
1,5,16.09,8.045
1,5,15.93,7.965
1,5,22.35,11.175
1,5,16.34,8.17
1,5,17.97,8.985
1,5,18.16,9.08
1,5,14.98,7.49
1,5,12.6,6.3
1,5,20.18,10.09
1,5,14.1,7.05
1,5,15.33,7.665
1,5,20.83,10.415
1,5,17.18,8.59
1,5,15.88,7.94
1,5,16.09,8.045
1,5,18.6,9.3
1,5,15.42,7.71
1,5,17.1,8.55
1,5,13.47,6.735
1,5,17.14,8.57
1,5,15.33,7.665
1,5,12.87,6.435
1,5,16.09,8.045
1,5,16.82,8.41
1,5,15.15,7.575
1,5,11.84,5.92
1,5,18.81,9.405
1,5,14.34,7.17
1,5,15.59,7.795
1,5,13.02,6.51
1,5,22.01,11.005
1,5,18.6,9.3
1,5,15.24,7.62
1,5,15.55,7.775
1,5,22.99,11.495
1,5,13.67,6.835
1,5,18.6,9.3
1,5,16.01,8.005
1,5,16.66,8.33
1,5,10.9,5.45
1,5,16.09,8.045
1,5,16.54,8.27
1,5,15.07,7.535
1,5,16.22,8.11
1,5,12.81,6.405
1,5,15.42,7.71
1,5,19.54,9.77
1,5,17.18,8.59
1,5,18.63,9.315
1,5,17.37,8.685
1,5,18.01,9.005
1,5,17.06,8.53
1,5,13.52,6.76
1,5,17.02,8.51
1,5,17.83,8.915
1,5,14.06,7.03
1,5,18.31,9.155
1,5,16.94,8.47
1,5,17.79,8.895
1,5,17.64,8.82
1,5,17.14,8.57
1,5,16.54,8.27
1,5,13.47,6.735
1,5,14.52,7.26
1,5,11.26,5.63
1,5,12.66,6.33
1,5,16.9,8.45
1,5,15.8,7.9
1,5,16.5,8.25
2,5,17.25,8.625
2,5,15.2,7.6
2,5,18.67,9.335
2,5,19.57,9.785
2,5,17.64,8.82
2,5,17.45,8.725
2,5,12.39,6.195
2,5,15.72,7.86
2,5,10.9,5.45
2,5,16.74,8.37
2,5,14.06,7.03
2,5,12.34,6.17
2,5,13.38,6.69
2,5,15.97,7.985
2,5,14.89,7.445
2,5,19.37,9.685
2,5,18.6,9.3
2,5,19.13,9.565
2,5,13.02,6.51
2,5,18.77,9.385
2,5,17.68,8.84
2,5,14.98,7.49
2,5,17.22,8.61
2,5,16.54,8.27
2,5,13.77,6.885
2,5,18.27,9.135
2,5,18.09,9.045
2,5,18.56,9.28
2,5,13.67,6.835
2,5,16.05,8.025
2,5,14.34,7.17
2,5,17.22,8.61
2,5,16.54,8.27
2,5,14.15,7.075
2,5,19.61,9.805
2,5,15.67,7.835
2,5,16.38,8.19
2,5,20.31,10.155
2,5,16.66,8.33
2,5,15.02,7.51
2,5,20.86,10.43
2,5,17.37,8.685
2,5,18.05,9.025
2,5,19.02,9.51
2,5,15.8,7.9
2,5,15.8,7.9
2,5,15.46,7.73
2,5,16.82,8.41
2,5,16.5,8.25
2,5,18.81,9.405
2,5,15.84,7.92
2,5,17.06,8.53
2,5,16.82,8.41
2,5,18.05,9.025
2,5,15.59,7.795
2,5,18.01,9.005
2,5,15.15,7.575
2,5,19.33,9.665
2,5,19.13,9.565
2,5,14.84,7.42
2,5,15.76,7.88
2,5,17.45,8.725
2,5,16.7,8.35
2,5,19.64,9.82
2,5,18.16,9.08
2,5,15.63,7.815
2,5,15.2,7.6
2,5,14.34,7.17
2,5,14.39,7.195
2,5,15.63,7.815
2,5,16.46,8.23
2,5,17.45,8.725
2,5,19.44,9.72
2,5,16.34,8.17
2,5,16.98,8.49
2,5,16.22,8.11
2,5,16.58,8.29
2,5,17.49,8.745
2,5,13.91,6.955
2,5,14.89,7.445
2,5,18.27,9.135
2,5,17.22,8.61
2,5,17.14,8.57
2,5,17.1,8.55
2,5,17.94,8.97
2,5,17.29,8.645
2,5,18.05,9.025
2,5,17.68,8.84
2,5,18.38,9.19
2,5,14.1,7.05
2,5,15.76,7.88
2,5,14.39,7.195
2,5,19.27,9.635
2,5,15.37,7.685
2,5,16.34,8.17
2,5,14.8,7.4
2,5,16.78,8.39
2,5,17.25,8.625
2,5,14.06,7.03
2,5,15.15,7.575
2,5,16.54,8.27
2,5,15.46,7.73
2,5,14.98,7.49
2,5,17.06,8.53
2,5,20.15,10.075
2,5,15.37,7.685
2,5,15.84,7.92
2,5,16.82,8.41
2,5,17.14,8.57
2,5,16.26,8.13
2,5,18.12,9.06
2,5,17.37,8.685
2,5,16.5,8.25
2,5,18.31,9.155
2,5,17.29,8.645
2,5,10.53,5.265
2,5,18.52,9.26
2,5,14.8,7.4
2,5,15.46,7.73
2,5,16.09,8.045
2,5,16.9,8.45
2,5,14.98,7.49
2,5,16.09,8.045
2,5,18.7,9.35
2,5,20.77,10.385
2,5,19.4,9.7
2,5,15.24,7.62
2,5,19.47,9.735
2,5,14.98,7.49
2,5,16.5,8.25
2,5,16.58,8.29
2,5,18.16,9.08
2,5,20.51,10.255
2,5,17.02,8.51
2,5,14.2,7.1
2,5,13.38,6.69
2,5,14.98,7.49
2,5,17.64,8.82
2,5,16.42,8.21
2,5,13.57,6.785
2,5,16.34,8.17
2,5,16.42,8.21
2,5,16.22,8.11
2,5,18.74,9.37
2,5,13.17,6.585
2,5,18.27,9.135
2,5,16.58,8.29
2,5,17.64,8.82
2,5,16.18,8.09
2,5,16.26,8.13
2,5,19.3,9.65
2,5,17.37,8.685
2,5,13.02,6.51
2,5,18.23,9.115
2,5,14.8,7.4
2,5,13.82,6.91
2,5,20.25,10.125
2,5,15.07,7.535
2,5,19.4,9.7
2,5,18.42,9.21
2,5,16.86,8.43
2,5,17.64,8.82
2,5,18.27,9.135
2,5,19.02,9.51
2,5,18.34,9.17
2,5,14.62,7.31
2,5,16.18,8.09
2,5,16.86,8.43
2,5,16.82,8.41
2,5,20.15,10.075
2,5,14.06,7.03
2,5,14.84,7.42
2,5,18.45,9.225
2,5,14.84,7.42
2,5,17.86,8.93
2,5,16.86,8.43
2,5,19.09,9.545
2,5,16.5,8.25
2,5,21.74,10.87
2,5,16.3,8.15
2,5,18.2,9.1
2,5,18.27,9.135
2,5,19.74,9.87
2,5,20.57,10.285
2,5,17.37,8.685
2,5,16.05,8.025
2,5,16.38,8.19
2,5,19.13,9.565
2,5,18.01,9.005
2,5,16.78,8.39
2,5,18.77,9.385
2,5,18.85,9.425
2,5,17.52,8.76
2,5,15.5,7.75
2,5,16.7,8.35
2,5,15.42,7.71
2,5,18.09,9.045
2,5,16.42,8.21
2,5,19.02,9.51
2,5,20.18,10.09
2,5,15.76,7.88
2,5,16.22,8.11
2,5,14.98,7.49
2,5,15.72,7.86
2,5,17.18,8.59
2,5,17.22,8.61
2,5,19.27,9.635
2,5,19.02,9.51
2,5,14.71,7.355
2,5,17.33,8.665
2,5,18.42,9.21
2,5,15.59,7.795
2,5,16.01,8.005
2,5,15.29,7.645
2,5,11.44,5.72
2,5,15.42,7.71
2,5,16.7,8.35
2,5,15.55,7.775
2,5,14.1,7.05
2,5,15.88,7.94
2,5,18.63,9.315
2,5,17.56,8.78
2,5,17.45,8.725
2,5,20.64,10.32
2,5,16.09,8.045
2,5,20.89,10.445
2,5,16.74,8.37
2,5,16.54,8.27
2,5,14.84,7.42
2,5,17.97,8.985
2,5,15.72,7.86
2,5,17.14,8.57
2,5,14.98,7.49
2,5,19.27,9.635
2,5,18.27,9.135
2,5,13.67,6.835
2,5,18.52,9.26
2,5,16.7,8.35
2,5,14.57,7.285
2,5,14.06,7.03
2,5,19.02,9.51
2,5,17.71,8.855
2,5,18.63,9.315
